----------------------------------------Right|0|0.04488649591803551|0.06924739480018616|0.034762244671583176
Right|1|0.007807381451129913|0.06376056373119354|0.011769873090088367
Right|2|-0.018093999475240707|0.06058867275714874|0.00491485558450222
Right|3|-0.04713645204901695|0.056147169321775436|-0.009690646082162857
Right|4|-0.06890249997377396|0.04975525289773941|-0.01651003211736679
Right|5|-0.02002968266606331|0.0025548674166202545|-0.0016932558501139283
Right|6|-0.040735285729169846|-0.02018643170595169|-0.007083584554493427
Right|7|-0.05057639256119728|-0.034371666610240936|-0.017852697521448135
Right|8|-0.06009569764137268|-0.04686082527041435|-0.04432075843214989
Right|9|-0.005326586775481701|-0.004217238165438175|0.0009015820687636733
Right|10|-0.01806028187274933|-0.03237099573016167|-0.00832310039550066
Right|11|-0.024458952248096466|-0.05293743312358856|-0.026513122022151947
Right|12|-0.03054259903728962|-0.06680136919021606|-0.05419173091650009
Right|13|0.013303990475833416|-0.0025810380466282368|0.0030599546153098345
Right|14|0.006513945758342743|-0.03220265358686447|-0.004130417015403509
Right|15|0.004758292809128761|-0.05130968987941742|-0.022213755175471306
Right|16|0.004605432972311974|-0.06673025339841843|-0.04223130643367767
Right|17|0.035451650619506836|0.0036963000893592834|0.0010647909948602319
Right|18|0.03286052495241165|-0.01972843147814274|-0.0023757643066346645
Right|19|0.03386208415031433|-0.03601289913058281|-0.011910751461982727
Right|20|0.03883318603038788|-0.05274330824613571|-0.02663678117096424
--------------------Right|0|0.04631216824054718|0.0704638883471489|0.027004392817616463
Right|1|0.009550714865326881|0.06400924175977707|0.008147921413183212
Right|2|-0.01751035451889038|0.06123553216457367|-0.0009750991011969745
Right|3|-0.046038318425416946|0.052703164517879486|-0.012597450986504555
Right|4|-0.06971817463636398|0.0448123961687088|-0.01669486053287983
Right|5|-0.021231047809123993|0.002911933232098818|-0.0026377064641565084
Right|6|-0.03971705585718155|-0.019636735320091248|-0.0055294279009103775
Right|7|-0.050611384212970734|-0.032741229981184006|-0.015797005966305733
Right|8|-0.05750931426882744|-0.04498559981584549|-0.04375963285565376
